#DoD Prov Names
PROV69;Christiansborg;Christiansborg;Christiansborg;;;;;;;;;;;
PROV68;Ny Aarhus;Ny Aarhus;Ny Aarhus;;;;;;;;;;;
PROV249;Væstersund;Væstersund;Væstersund;;;;;;;;;;;
PROV248;Hamina;Hamina;Hamina;;;;;;;;;;;
PROV247;Binche;Binche;Binche;;;;;;;;;;;
PROV246;Mont Rouge;Mont Rouge;Mont Rouge;;;;;;;;;;;
PROV240;Genève;Genève;Genève;;;;;;;;;;;
PROV243;Philippa;Philippa;Philippa;;;;;;;;;;;
PROV244;Cap Bon;Cap Bon;Cap Bon;;;;;;;;;;;
PROV242;Visé;Visé;Visé;;;;;;;;;;;
PROV245;Ville Louis;Ville Louis;Ville Louis;;;;;;;;;;;
PROV241;Espérance;Espérance;Espérance;;;;;;;;;;;
PROV234;Deux-Sources;Deux-Sources;Deux-Sources;;;;;;;;;;;
PROV232;Port Valois;Port Valois;Port Valois;;;;;;;;;;;
PROV233;Nouvelle Bruges;Nouvelle Bruges;Nouvelle Bruges;;;;;;;;;;;
PROV237;Anundagoset;Anundagoset;Anundagoset;;;;;;;;;;;
PROV235;Blegny;Blegny;Blegny;;;;;;;;;;;
PROV224;Nouvelle Anvers;Nouvelle Anvers;Nouvelle Anvers;;;;;;;;;;;
PROV225;Sinaï;Sinaï;Sinaï;;;;;;;;;;;
PROV222;Rochefort;Rochefort;Rochefort;;;;;;;;;;;
PROV228;Erjielheim;Erjielheim;Erjielheim;;;;;;;;;;;
PROV236;Venroa;Venroa;Venroa;;;;;;;;;;;
PROV229;Maline;Maline;Maline;;;;;;;;;;;
PROV230;Luther;Luther;Luther;;;;;;;;;;;
PROV223;Bourg-George;Bourg-George;Bourg-George;;;;;;;;;;;
PROV231;Port Clair;Port Clair;Port Clair;;;;;;;;;;;
PROV219;Cap Valois;Cap Valois;Cap Valois;;;;;;;;;;;
PROV226;Waldwisse;Waldwisse;Waldwisse;;;;;;;;;;;
PROV221;Alzing;Alzing;Alzing;;;;;;;;;;;
PROV227;Haselbourg;Haselbourg;Haselbourg;;;;;;;;;;;
PROV178;Onenga;Onenga;Onenga;;;;;;;;;;;
PROV3299;Torstad;Torstad;Torstad;;;;;;;;;;;
PROV220;Bruxelles-Atlantique;Bruxelles-Atlantique;Bruxelles-Atlantique;;;;;;;;;;;
PROV212;Pont Vedrin;Pont Vedrin;Pont Vedrin;;;;;;;;;;;
PROV213;Cap Morlanwelz;Cap Morlanwelz;Cap Morlanwelz;;;;;;;;;;;
PROV215;Mont Mouscron;Mont Mouscron;Mont Mouscron;;;;;;;;;;;
PROV217;Metz;Metz;Metz;;;;;;;;;;;
PROV179;Mingvea;Mingvea;Mingvea;;;;;;;;;;;
PROV214;Vierset;Vierset;Vierset;;;;;;;;;;;
PROV211;Villefranche;Villefranche;Villefranche;;;;;;;;;;;
PROV216;Roanoqué;Roanoqué;Roanoqué;;;;;;;;;;;
PROV207;Ste Eleanor;Ste Eleanor;Ste Eleanor;;;;;;;;;;;
PROV208;Tiverton;Tiverton;Tiverton;;;;;;;;;;;
PROV3300;Taticouet;Taticouet;Taticouet;;;;;;;;;;;
PROV218;Brittas;Brittas;Brittas;;;;;;;;;;;
PROV183;Vakatamofipi;Vakatamofipi;Vakatamofipi;;;;;;;;;;;
PROV181;Mississinøva;Mississinøva;Mississinøva;;;;;;;;;;;
PROV180;Gajohaga;Gajohaga;Gajohaga;;;;;;;;;;;
PROV210;Bourg-du-Roi;Bourg-du-Roi;Bourg-du-Roi;;;;;;;;;;;
PROV209;Richardville;Richardville;Richardville;;;;;;;;;;;
PROV2556;Montagnes Enfumées;Montagnes Enfumées;Montagnes Enfumées;;;;;;;;;;;
PROV205;Port-Royal;Port-Royal;Port-Royal;;;;;;;;;;;
PROV206;Résurrection;Résurrection;Résurrection;;;;;;;;;;;
PROV184;Fort Prudhomme;Prudhomme;Fort Prudhomme;;;;;;;;;;;
PROV185;Colbert;Colbert;Colbert;;;;;;;;;;;
PROV182;Shånialag;Shånialag;Shånialag;;;;;;;;;;;
PROV172;Møamejaki;Møamejaki;Møamejaki;;;;;;;;;;;
PROV180;Gajohaga;Gajohaga;Gajohaga;;;;;;;;;;;
PROV173;Vavijatafold;Vavijatafold;Vavijatafold;;;;;;;;;;;
PROV175;Sakebø;Sakebø;Sakebø;;;;;;;;;;;
PROV176;Manistigsvåg;Manistigsvåg;Manistigsvåg;;;;;;;;;;;
PROV174;Masjkigesmyra;Masjkigesmyra;Masjkigesmyra;;;;;;;;;;;
PROV171;Osamoné;Osamoné;Osamoné;;;;;;;;;;;
PROV169;Peikogsjå;Peikogsjå;Peikogsjå;;;;;;;;;;;
PROV170;Muskakitøkk;Muskakitøkk;Muskakitøkk;;;;;;;;;;;
PROV186;Fort Clara;Fort Clara;Fort Clara;;;;;;;;;;;
PROV190;Cousetsi;Cousetsi;Cousetsi;;;;;;;;;;;
PROV191;Gouagi;Gouagi;Gouagi;;;;;;;;;;;
PROV2555;Guéron;Guéron;Guéron;;;;;;;;;;;
PROV204;Nouvelle-Angoulême;Nouvelle-Angoulême;Nouvelle-Angoulême;;;;;;;;;;;
PROV202;Argentan;Argentan;Argentan;;;;;;;;;;;
PROV199;Saint Augustin;;;;;;;;;;;;;
PROV198;Talahasi;Talahasi;Talahasi;;;;;;;;;;;
PROV200;Rialto;Rialto;Rialto;;Rialto;;;;;;;;;
PROV195;Fort Toulouse;Fort Toulouse;Fort Toulouse;;;;;;;;;;;
PROV201;Apalachicoulis;Apalachicoulis;Apalachicoulis;;;;;;;;;;;
PROV196;Tasralousa;Tasralousa;Tasralousa;;;;;;;;;;;
PROV188;Arlette;Arlette;Arlette;;;;;;;;;;;
PROV197;Mobile;Mobile;Mobile;;;;;;;;;;;
PROV194;Bilocci;Bilocci;Bilocci;;;;;;;;;;;
PROV139;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;;;;;;;;;;;
PROV47;Eyjafjallajøkull;Eyjafjallajøkull;Eyjafjallajøkull;;;;;;;;;;;
PROV38;Trækøping;Trækøping;Trækøping;;;;;;;;;;;
PROV43;Mýrdalvidlillsjøn;Mýrdalvidlillsjøn;Mýrdalvidlillsjøn;;;;;;;;;;;
PROV32;Skandervik;Skandervik;Skandervik;;;;;;;;;;;
PROV36;Gylhenvik;Gylhenvik;Gylhenvik;;;;;;;;;;;
PROV40;Stormby;Stormby;Stormby;;;;;;;;;;;
PROV49;Kirkjubæjarklaustur;Kirkjubæjarklaustur;Kirkjubæjarklaustur;;;;;;;;;;;
PROV157;Askjavidrøijfjórd;Askjavidrøijfjórd;Askjavidrøijfjórd;;;;;;;;;;;
PROV42;Stiureberg;Stiureberg;Stiureberg;;;;;;;;;;;
PROV118;Kvarneby;Kvarneby;Kvarneby;;;;;;;;;;;
PROV41;Fåkerborg;Fåkerborg;Fåkerborg;;;;;;;;;;;
PROV30;Strømkøping;Strømkøping;Strømkøping;;;;;;;;;;;
PROV34;Bergsvik;Bergsvik;Bergsvik;;;;;;;;;;;
PROV2595;Nunavut;Nunavut;Nunavut;;;;;;;;;;;
PROV31;Høleby;Høleby;Høleby;;;;;;;;;;;
PROV23;Tongcheng;Tongcheng;Tongcheng;;;;;;;;;;;
PROV33;Daqiao;Daqiao;Daqiao;;;;;;;;;;;
PROV39;Skogen;Skogen;Skogen;;;;;;;;;;;
PROV35;Yixiu;Yixiu;Yixiu;;;;;;;;;;;
PROV2597;Moscâstani-Sîpiy;;;;;;;;;;
PROV27;Dalongshan;Dalongshan;Dalongshan;;;;;;;;;;;
PROV26;Mohkínstsis;Mohkínstsis;Mohkínstsis;;;;;;;;;;;
PROV25;Okotok;Okotok;Okotok;;;;;;;;;;;
PROV22;Omahkoyis;Omahkoyis;Omahkoyis;;;;;;;;;;;
PROV24;Koukan;Koukan;Koukan;;;;;;;;;;;
PROV11;Odenkøping;Odenkøping;Odenkøping;;;;;;;;;;;
PROV2596;Granvik;Granvik;Granvik;;;;;;;;;;;
PROV2629;Rokou;Rokou;Rokou;;;;;;;;;;;
PROV10;Aokone;Aokone;Aokone;;;;;;;;;;;
PROV21;Kuromata;Kuromata;Kuromata;;;;;;;;;;;
PROV20;Kouchin;Kouchin;Kouchin;;;;;;;;;;;
PROV12;Chokogawa;;;;;;;;;;
PROV19;Koshirojo;Koshirojo;Koshirojo;;;;;;;;;;;
PROV16;Dorogawa;Dorogawa;Dorogawa;;;;;;;;;;;
PROV18;Soukou;Soukou;Soukou;;;;;;;;;;;
PROV2598;Choden;Choden;Choden;;;;;;;;;;;
PROV13;Minikuwan;Minikuwan;Minikuwan;;;;;;;;;;;
PROV15;Kaienjima;Kaienjima;Kaienjima;;;;;;;;;;;
PROV1;Ishioka;Ishioka;Ishioka;Ishioka;Ishioka;Ishioka;Ishioka;Ishioka;;;;;;
PROV2;Yakudate;Yakudate;Yakudate;;;;;;;;;;;
PROV8;Kasuka;Kasuka;Kasuka;;;;;;;;;;;
PROV7;Tsuruchiku;Tsuruchiku;Tsuruchiku;;;;;;;;;;;
PROV2630;Hamaguricho;Hamaguricho;Hamaguricho;;;;;;;;;;;
PROV2599;Zenno;Zenno;Zenno;;;;;;;;;;;
PROV2631;Narachi;Narachi;Narachi;;;;;;;;;;;
PROV5;Suijibado;Suijibado;Suijibado;;;;;;;;;;;
PROV4;Amakusa;Amakusa;Amakusa;;;;;;;;;;;
PROV3;Kenai;Kenai;Kenai;;;;;;;;;;;
PROV140;Bâton-Rouge;Bâton-Rouge;Bâton-Rouge;;;;;;;;;;;
PROV192;Rosalie;Rosalie;Rosalie;;;;;;;;;;;
PROV193;Branville;Branville;Branville;;;;;;;;;;;
PROV189;Richelieu;Richelieu;Richelieu;;;;;;;;;;;
PROV187;Paducha;Paducha;Paducha;;;;;;;;;;;
PROV168;Tamavrå;Tamavrå;Tamavrå;;;;;;;;;;;
PROV165;Omouafold;Omouafold;Omouafold;;;;;;;;;;;
PROV163;Skikavika;Skikavika;Skikavika;;;;;;;;;;;
PROV159;Mivåker;Mivåker;Mivåker;;;;;;;;;;;
PROV161;Maniduvåg;Maniduvåg;Maniduvåg;;;;;;;;;;;
PROV177;Manidøva;Manidøva;Manidøva;;;;;;;;;;;
PROV141;Lac Henri;Lac Henri;Lac Henri;;;;;;;;;;;
PROV142;Brucourt;Brucourt;Brucourt;;;;;;;;;;;
PROV143;Nouveau Lancastre;Nouveau Lancastre;Nouveau Lancastre;;;;;;;;;;;
PROV145;Aux Arcs;Aux Arcs;Aux Arcs;;;;;;;;;;;
PROV147;Arundell;Arundell;Arundell;;;;;;;;;;;
PROV144;Sources Chaudes;Sources Chaudes;Sources Chaudes;;;;;;;;;;;
PROV132;Saint Sauveur;Saint Sauveur;Saint Sauveur;;;;;;;;;;;
PROV148;La Galette;La Galette;La Galette;;;;;;;;;;;
PROV167;Telkas;Telkas;Telkas;;;;;;;;;;;
PROV164;Pevalia;Pevalia;Pevalia;;;;;;;;;;;
PROV166;Tejakiki;Tejakiki;Tejakiki;;;;;;;;;;;
PROV160;Minongsvåg;Minongsvåg;Minongsvåg;;;;;;;;;;;
PROV162;Hastoga;Hastoga;Hastoga;;;;;;;;;;;
PROV153;Duprat;Duprat;Duprat;;;;;;;;;;;
PROV152;Rinard;Rinard;Rinard;;;;;;;;;;;
PROV146;Saint-Martin;Saint-Martin;Saint-Martin;;;;;;;;;;;
PROV149;Havant;Havant;Havant;;;;;;;;;;;
PROV126;Cavagnial;Cavagnial;Cavagnial;;;;;;;;;;;
PROV150;Fort Plymville;Fort Plymville;Fort Plymville;;;;;;;;;;;
PROV125;Sauque;Sauque;Sauque;;;;;;;;;;;
PROV151;Sabine;Sabine;Sabine;;;;;;;;;;;
PROV156;Sauque;Sauque;Sauque;;;;;;;;;;;
PROV155;Hólarbórgh;Hólarbórgh;Hólarbórgh;;;;;;;;;;;
PROV154;Fauxe;Fauxe;Fauxe;;;;;;;;;;;
PROV117;Slottsholme;Slottsholme;Slottsholme;;;;;;;;;;;
PROV120;Chutes-Sioux;Chutes-Sioux;Chutes-Sioux;;;;;;;;;;;
PROV123;Renault;Renault;Renault;;;;;;;;;;;
PROV119;Drøsund;Drøsund;Drøsund;;;;;;;;;;;
PROV122;Grandes Plaines;Grandes Plaines;Grandes Plaines;;;;;;;;;;;
PROV124;Panimaha;Panimaha;Panimaha;;;;;;;;;;;
PROV127;Bergerac;Bergerac;Bergerac;;;;;;;;;;;
PROV128;Nouveau Lancastre;Nouveau Lancastre;Nouveau Lancastre;;;;;;;;;;;
PROV130;Saint David;Saint David;Saint David;;;;;;;;;;;
PROV109;Laofeng;Laofeng;Laofeng;;;;;;;;;;;
PROV106;Longshan;Longshan;Longshan;;;;;;;;;;;
PROV121;Collines Noires;Collines Noires;Collines Noires;;;;;;;;;;;
PROV116;Naataayoohkotok;Naataayoohkotok;Jiaoshan;;;;;;;;;;;
PROV115;Niugu;Niugu;Niugu;;;;;;;;;;;
PROV110;Pingjiang;Pingjiang;Pingjiang;;;;;;;;;;;
PROV112;Niookskaitahtaa;Niookskaitahtaa;Huangshi;;;;;;;;;;;
PROV113;Kátoyissiksi;Kátoyissiksi;Huaxiang;;;;;;;;;;;
PROV29;Nínaistako;Nínaistako;Xuanhe;;;;;;;;;;;
PROV92;Jianxin;Jianxin;Jianxin;;;;;;;;;;;
PROV114;Qinglin;Qinglin;Qinglin;;;;;;;;;;;
PROV93;Yingjian;Yingjian;Yingjian;;;;;;;;;;;
PROV111;Changfeng;Changfeng;Changfeng;;;;;;;;;;;
PROV107;Hanling;Hanling;Hanling;;;;;;;;;;;
PROV108;Longshiqiao;Longshiqiao;Longshiqiao;;;;;;;;;;;
PROV99;Minghe;Minghe;Minghe;;;;;;;;;;;
PROV1386;Yanhu;;;;;;;;;;
PROV2143;Tangwan;Tangwan;Tangwan;;;;;;;;;;;
PROV97;Diaohe;Diaohe;Diaohe;;;;;;;;;;;
PROV98;Haomen;Haomen;Haomen;;;;;;;;;;;
PROV3302;Requan;;;;;;;;;;
PROV89;Qingma;Qingma;Qingma;;;;;;;;;;;
PROV1126;Xingtian;;;;;;;;;;
PROV1130;Enzhu;Enzhu;Enzhu;;;;;;;;;;;
PROV94;Jingpo;Jingpo;Jingpo;;;;;;;;;;;
PROV95;Dahuang;Dahuang;Dahuang;;;;;;;;;;;
PROV2148;Yanshan;;;;;;;;;;
PROV28;Youhe;Youhe;Youhe;;;;;;;;;;;
PROV1125;Quegu;;;;;;;;;;
PROV1115;Yingjiang;Yingjiang;Yingjiang;;;;;;;;;;;
PROV1124;Chenhe;;;;;;;;;;
PROV88;Ganxi;Ganxi;Ganxi;;;;;;;;;;;
PROV77;Yingzhou;Yingzhou;Yingzhou;;;;;;;;;;;
PROV37;Xugang;;;;;;;;;;
PROV9;Dieshan;;;;;;;;;;
PROV86;Lulin;Lulin;Lulin;;;;;;;;;;;
PROV1113;Jinzhuang;;;;;;;;;;
PROV2593;Xianggu;;;;;;;;;;
PROV84;Sanbao;Sanbao;Sanbao;;;;;;;;;;;
PROV85;Anlin;Anlin;Anlin;;;;;;;;;;;
PROV1116;Diaohe;;;;;;;;;;
PROV1138;Yuecheng;Yuecheng;Yuecheng;;;;;;;;;;;
PROV3382;Jinhe;;;;;;;;;;
PROV1142;Sumen;;;;;;;;;;
PROV1141;Jinshan;Jinshan;Jinshan;;;;;;;;;;;
PROV1112;Luanquan;;;;;;;;;
PROV17;Yanlin;;;;;;;;;;
PROV91;Honghu;Honghu;Honghu;;;;;;;;;;;
PROV83;Fenhe;Fenhe;Fenhe;;;;;;;;;;;
PROV82;Jinhe;Jinhe;Jinhe;;;;;;;;;;;
PROV1388;Yangcheng;;;;;;;;;;
PROV6;Shinminato;;;;;;;;;;
PROV79;Suwazawa;Suwazawa;Suwazawa;;;;;;;;;;;
PROV1133;Hongchuan;;;;;;;;;;
PROV1120;Sakai;;;;;;;;;;
PROV80;Fukyo;Fukyo;Fukyo;;;;;;;;;;;
PROV78;Yojo;Yojo;Yojo;;;;;;;;;;;
PROV1118;Ganyin;Ganyin;Ganyin;;;;;;;;;;;
PROV81;Cijiang;Cijiang;Cijiang;;;;;;;;;;;
PROV1131;Pizhuang;Pizhuang;Pizhuang;;;;;;;;;;;
PROV1143;Chuanlin;;;;;;;;;;
PROV1134;Yalu;Yalu;Yalu;;;;;;;;;;;
PROV1136;Songwan;Songwan;Songwan;;;;;;;;;;;
PROV214;Vierset;Vierset;Vierset;;;;;;;;;;;
PROV129;Saint Georges;Saint Georges;Saint Georges;;;;;;;;;;;
PROV134;Tudorie;Tudorie;Tudorie;;;;;;;;;;;
PROV133;Vila Verde;Vila Verde;Vila Verde;;;;;;;;;;;
PROV135;Campo Largo;Campo Largo;Campo Largo;;;;;;;;;;;
PROV105;Cruzes;Cruz;Cruz;;;;;;;;;;;
PROV103;Taticouet;Taticouet;Taticouet;;;;;;;;;;;
PROV104;Vila dos Soutos;Belo Horizonte;Belo Horizonte;;;;;;;;;;;
PROV101;Guarda do Arissona;Guarda do Arisson;Guarda do Arisson;;;;;;;;;;;
PROV100;Fortaleza;Fortaleza;Fortaleza;;;;;;;;;;;
PROV96;Guhu;;;;;;;;;;
PROV90;Porto Novo;Porto Novo;Porto Novo;;;;;;;;;;;
PROV2139;Salvaterra;Salvaterra;Salvaterra;;;;;;;;;;;
PROV2138;São Jose do Cabo;Ponta Grossa;Ponta Grossa;;;;;;;;;;;
PROV2140;Nossa Senhora do Arispe;Porto Velho;Porto Velho;;;;;;;;;;;
PROV102;São Nicolas;São Nicolas;São Nicolas;;;;;;;;;;;
PROV2144;Guadalupe do Sertão;Nossa Senhora do Rio Grande;Nossa Senhora do Rio Grande;;;;;;;;;;;
PROV136;Rosário;Feira de Santana;Feira de Santana;;;;;;;;;;;
PROV138;São Miguel de Pacuaxe;Natal;Natal;;;;;;;;;;;
PROV44;Mélide;;;;;;;;;;
PROV158;Fazendinhas;Reynosa;Reynosa;;;;;;;;;;;\
PROV137;Nova Lisboa da Arcádia;Nova Lisboa;Nova Lisboa;;;;;;;;;;;
PROV131;Alcântara;;;;;;;;;;
PROV2147;Pedras Negras;Morelos;Morelos;;;;;;;;;;;
PROV2142;Chiuáua;Chiuáua;Chiuáua;;;;;;;;;;;
PROV2137;Guaímas;Campo Limpo;Campo Limpo;;;;;;;;;;;
PROV3301;Padre Eusébio;;;;;;;;;;
PROV2141;Vale do Suaqui;Guaímas;Guaímas;;;;;;;;;;;
PROV2145;Santo Antônio da Serra;Santo Antônio da Serra;Santo Antônio da Serra;;;;;;;;;;;
PROV2152;São João dos Montes;São João dos Montes;São João dos Montes;;;;;;;;;;;
PROV2146;Mato Grosso;Monterrey;Monterrey;;;;;;;;;;;
PROV14;Kamonsaki;Kamonsaki;Kamonsaki;;;;;;;;;;;
PROV2150;Villabuena;Puerto Aguayo;Puerto Aguayo;;;;;;;;;;;
PROV2151;Bergança;Bergança;Bergança;;;;;;;;;;;
PROV2155;Torreón;Torreón;Torreon;;;;;;;;;;;
PROV2154;Parral;Parral;Parral;;;;;;;;;;;
PROV2157;Culiacán;Culiacán;Culiacan;;;;;;;;;;;
PROV2156;Mazatlán;Mazatlán;Mazatlan;;;;;;;;;;;
PROV2153;Durango;Durango;Durango;;;;;;;;;;;
PROV2158;Zacatecas;Zacatecas;Zacatecas;;;;;;;;;;;
PROV2159;San Luis de Mezquitique;San Luis Potosi;San Luis Potosi;;;;;;;;;;;
PROV2153;Durango;Durango;Durango;;;;;;;;;;;
PROV2161;Tepic;Tepic;Tepic;;;;;;;;;;;
PROV2160;Aguascalientes;Aguascalientes;Aguascalientes;;;;;;;;;;;
PROV3303;Ixtlilxóchitl;;;;;;;;;;
PROV2163;Tampico;Tampico;Tampico;;;;;;;;;;;
PROV2173;Querétaro;Querétaro;Queretaro;;;;;;;;;;;
PROV2167;Guanajuato;Guanajuato;Guanajuato;;;;;;;;;;;
PROV2166;Guadalajara;Guadalajara;Guadalajara;;;;;;;;;;;
PROV2168;Xihutla;Xihutla;Xihutla;;;;;;;;;;;
PROV2169;Colima;Colima;Colima;;;;;;;;;;;
PROV2170;Morelia;Morelia;Morelia;;;;;;;;;;;
PROV3304;Tziróndaro;;;;;;;;;;
PROV3305;Hueytlaco;;;;;;;;;;
PROV2174;Toluca;Toluca;Toluca;;;;;;;;;;;
PROV2172;Mexico City;Mexico;Mexico City;;;;;;;;;;;
PROV2175;Tulancingo;Tulancingo;Tulancingo;;;;;;;;;;;
PROV2162;Veracruz;Veracruz;Veracruz;;;;;;;;;;;
PROV3306;Tlaxcala;;;;;;;;;;
PROV3307;Orizaba;;;;;;;;;;
PROV3308;Huajuapan;;;;;;;;;;
PROV3309;Tlaxiaco;;;;;;;;;;
PROV2176;Puebla;Puebla;Puebla;;;;;;;;;;;
PROV2180;Chilpancingo;Chilpancingo;Chilpancingo;;;;;;;;;;;
PROV2171;Zihuatanejo;Los Albaniles;Los Albaniles;;;;;;;;;;;
PROV2179;Acapulco;Acapulco;Acapulco;;;;;;;;;;;
PROV3310;Pinotepa;;;;;;;;;;
PROV3311;Huatulco;;;;;;;;;;
PROV3312;Chinantla;;;;;;;;;;
PROV2164;Minatitlán;Minatitlán;Minatitlan;;;;;;;;;;;
PROV2177;Oaxaca;Oaxaca;Oaxaca;;;;;;;;;;;
PROV2178;Tehuantepec;Tehuantepec;Tehuantepec;;;;;;;;;;;
PROV2165;Villahermosa;Villahermosa;Villahermosa;;;;;;;;;;;
PROV2181;Tuxtla;Tuxtla;Tuxtla;;;;;;;;;;;
PROV2182;Tapachula;Tapachula;Tapachula;;;;;;;;;;;
PROV2189;Sayaxché;Sayaxché;Sayaxché;;;;;;;;;;;
PROV2184;Campeche;Campeche;Campeche;;;;;;;;;;;
PROV2183;Merida;Merida;Merida;;;;;;;;;;;
PROV3313;Xpujil;;;;;;;;;;
PROV3314;Valladolid;;;;;;;;;;
PROV2185;Bacalar;Bacalar;Bacalar;;;;;;;;;;;
PROV2190;Chanlacán;Chanlacán;Chanlacán;;;;;;;;;;;
PROV2188;Puerto Barrios;Puerto Barrios;Puerto Barrios;;;;;;;;;;;
PROV2187;Huehuetenango;Huehuetenango;Huehuetenango;;;;;;;;;;;
PROV3315;Quetzaltenango;;;;;;;;;;
PROV2186;Guatemala;Guatemala;Guatemala;;;;;;;;;;;
PROV3316;Chiquimula;;;;;;;;;;
PROV2191;San Salvador;San Salvador;San Salvador;;;;;;;;;;;
PROV2194;San Pedro Sula;San Pedro Sula;San Pedro Sula;;;;;;;;;;;
PROV2195;La Ceiba;La Ceiba;La Ceiba;;;;;;;;;;;
PROV2193;Comayagua;Comayagua;Comayagua;;;;;;;;;;;
PROV2192;San Miguél;San Miguél;San Miguél;;;;;;;;;;;
PROV3317;San Lorenzo;;;;;;;;;;
PROV2196;Taguzgalpa;Taguzgalpa;Taguzgalpa;;;;;;;;;;;
PROV2200;Tologalpa;Tologalpa;Tologalpa;;;;;;;;;;;
PROV3318;Yuyi;;;;;;;;;;;;;
PROV2199;León;León;León;;;;;;;;;;;
PROV2197;Managua;Managua;Managua;;;;;;;;;;;
PROV2198;Rivas;Rivas;Rivas;;;;;;;;;;;
PROV2202;Liberia;Libéria;Liberia;;;;;;;;;;;
PROV2203;Limón;Limon;Limon;;;;;;;;;;;
PROV2201;San José;San Jose;San Jose;;;;;;;;;;;
PROV2205;David;David;David;;;;;;;;;;;
PROV2206;Penonome;Penonomé;Penonome;;;;;;;;;;;
PROV1723;Balboa;Balboa;Balboa;;;;;;;;;;;
PROV2204;Andagoya City;Andagoyá;Andagoya City;;;;;;;;;;;
PROV2208;Yaviza;Yaviza;Yaviza;;;;;;;;;;;
PROV2253;Quibdó;Quibdo;Quibdo;;;;;;;;;;;
PROV2252;Medellín;Medellín;Medellin;;;;;;;;;;;
PROV3320;Zaragoza;;;;;;;;;;
PROV2254;Cartagena de Indias;Cartagena de Indias;Cartagena de Indias;;;;;;;;;;;
PROV2255;Barranquilla;Barranquilla;Barranquilla;;;;;;;;;;;
PROV3319;Riohacha;;;;;;;;;;
PROV2270;Maracaibo;Maracaibo;Maracaibo;;;;;;;;;;;
PROV3321;Cúcuta;;;;;;;;;;
PROV2251;Bucaramanga;Cucuta;Cucuta;;;;;;;;;;;
PROV2249;Santiago de Chunsa;Santiago de Chunsa;Santiago de Chunsa;;;;;;;;;;;
PROV2247;Bogota;Bogota;Bogota;;;;;;;;;;;
PROV2248;Ibagué;Ibagué;Ibagué;;;;;;;;;;;
PROV2250;Quimbayas;Quimbayas;Quimbayas;;;;;;;;;;;
PROV2256;Cali;Cali;Cali;;;;;;;;;;;
PROV2257;Popayan;Popayán;Popayan;;;;;;;;;;;
PROV2258;Buenaventura;Buenaventura;Buenaventura;;;;;;;;;;;
PROV3322;Santa Bárbara;;;;;;;;;;
PROV2271;Valera;Valera;Valera;;;;;;;;;;;
PROV2272;Coro;Coro;Coro;;;;;;;;;;;
